system:index,date,municipio,ndvi_mean,.geo
8_00000000000000000009,2005-09-01,Manzanares,0.7049517585012198,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000a,2005-09-01,Marmato,0.6399482565863508,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000b,2005-09-01,Marquetalia,0.7807379559942135,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000c,2005-09-01,Marulanda,0.526181192278317,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000d,2005-09-01,Neira,0.5400941058730825,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000e,2005-09-01,Norcasia,0.8061789878530345,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000f,2005-09-01,Pacora,0.6710192514224876,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000010,2005-09-01,Palestina,0.8178701028911527,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000011,2005-09-01,Pensilvania,0.5918469437973978,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000012,2005-09-01,Riosucio,0.5962800947142785,"{""type"":""MultiPoint"",""coordinates"":[]}"
