municipio,date,et_real_mm,ndvi_mean,precip_mm,temp_mean,anio,mes,tipo_dato
Pensilvania,2027-07-01,85.89631518084161,0.7192301886848427,141.1957623933569,16.851789230386697,2027,7,pronosticado
Pensilvania,2027-08-01,90.25965137939673,0.6792616813949283,198.92499280462957,17.16571894151569,2027,8,pronosticado
Pensilvania,2027-09-01,85.84754051083101,0.6220271045760543,232.23679724259793,17.191891163676996,2027,9,pronosticado
Pensilvania,2027-10-01,89.16836455740422,0.5083302502284524,408.5180855135254,16.216482544770294,2027,10,pronosticado
Pensilvania,2027-11-01,82.6947792071525,0.5190794148222877,322.9866536134021,15.784504018552306,2027,11,pronosticado
Pensilvania,2027-12-01,84.48316696419369,0.5760970791628429,224.38366227428494,15.902277616205042,2027,12,pronosticado
Pácora,2026-01-01,84.87716027308191,0.7136907556245597,100.09134488722823,17.12540198613722,2026,1,pronosticado
Pácora,2026-02-01,84.6875,0.6674427250380935,134.86827394617245,17.356390373516387,2026,2,pronosticado
Pácora,2026-03-01,102.9334167750325,0.6445157675563176,191.10149446955626,17.222541138505722,2026,3,pronosticado
Pácora,2026-04-01,96.76252438231468,0.632629079451072,249.47404964362374,17.079912612691608,2026,4,pronosticado
Pácora,2026-05-01,92.53765279583874,0.6944412705431217,254.2462646614187,17.05318095803768,2026,5,pronosticado
Pácora,2026-06-01,88.50689206762027,0.7133868179409327,158.9696847269011,16.911013923811954,2026,6,pronosticado
Pácora,2026-07-01,90.57913524057217,0.7221032996241523,115.18466417423339,17.202911007586987,2026,7,pronosticado
Pácora,2026-08-01,97.64700097529257,0.7028523363334271,158.25913372563497,17.411707430530697,2026,8,pronosticado
Pácora,2026-09-01,99.67051365409623,0.662352217251828,186.56333007849383,17.30170768253389,2026,9,pronosticado
Pácora,2026-10-01,92.18762353706111,0.6056339035776664,307.77334327847285,16.67739280767945,2026,10,pronosticado
Pácora,2026-11-01,85.85148407022106,0.6208446190932693,268.0613918861467,16.579764640949037,2026,11,pronosticado
Pácora,2026-12-01,87.26775520156046,0.6904805362306724,164.30800219202783,16.852561287111914,2026,12,pronosticado
Pácora,2027-01-01,84.87716027308191,0.7136907556245597,100.09134488722823,17.12540198613722,2027,1,pronosticado
Pácora,2027-02-01,84.6875,0.6674427250380935,134.86827394617245,17.356390373516387,2027,2,pronosticado
Pácora,2027-03-01,102.9334167750325,0.6445157675563176,191.10149446955626,17.222541138505722,2027,3,pronosticado
Pácora,2027-04-01,96.76252438231468,0.632629079451072,249.47404964362374,17.079912612691608,2027,4,pronosticado
