municipio,date,anio,mes,tipo_dato,precip_mm,precip_mean_mm,precip_max_mm,temp_mean,temp_min,temp_max,et_real_mm,et_potencial_mm,ndvi_mean,ndvi_min,ndvi_max
Neira,2027-08-01,2027,8,pronosticado,122.72641485235603,3.9589166081405174,27.29518872375372,15.965955310848258,9.67164261854872,24.030818079614395,97.83625991962336,100.58260443265743,0.7007425289803733,0.032784925330979785,0.9949709396393516
Neira,2027-09-01,2027,9,pronosticado,131.28668895226224,4.376222965075407,21.08193102548273,15.94985313159516,9.820443145189682,24.31616234088153,100.70937568915555,100.94969184600856,0.6992991235742342,0.026011009592989465,0.9949709396393518
Neira,2027-10-01,2027,10,pronosticado,286.7414267010114,9.249723441968108,39.723831769738865,16.03165189347209,10.151973743423685,23.46401184088886,93.50695520140125,92.32628193222311,0.6982405043987848,0.02999720103634403,0.9949709396393513
Neira,2027-11-01,2027,11,pronosticado,252.8128689485779,8.427095631619263,41.24557640665636,16.0898872228456,10.707377274720168,22.992572932943315,88.41632887203521,87.23565115849729,0.6982481344002662,0.031062531916261012,0.994970939639351
Neira,2027-12-01,2027,12,pronosticado,153.120291064618,4.939364227890902,32.973075600951255,16.11096419528599,9.709092952796261,23.300084720368417,89.53876484905325,90.8030994065943,0.702802109424599,0.03027206993471243,0.9949709396393517
Norcasia,2005-01-01,2005,1,observado,251.5584645833468,8.11478918010796,38.74191189213804,23.774393771904386,18.68973655541076,31.21649510850469,107.64742647058829,112.96231617647062,0.7073419620266785,0.0233,0.9981
Norcasia,2005-02-01,2005,2,observado,108.08697281235146,3.860249029012552,49.60820258793079,24.844442650748828,19.638488124703787,32.529820200389416,108.31224264705888,108.31610294117652,0.6589706004256382,0.0157,0.9995
Norcasia,2005-03-01,2005,3,observado,255.1560974648125,8.230841853703629,64.01793965590628,25.29529896612277,18.75333863581576,33.39764566461414,130.30658088235296,130.4852573529412,0.7672039621904765,0.0577,0.9986
Norcasia,2005-04-01,2005,4,observado,395.88848144606544,13.196282714868849,64.29174615960373,24.89159224885724,19.29537985574254,33.301124374836576,116.04643382352944,116.04643382352944,0.7656552019472251,0.1306,0.9985
Norcasia,2005-05-01,2005,5,observado,447.5521819857548,14.4371671608308,59.00538373043662,24.271853602718267,18.33992447474015,31.32073613250608,111.43761029411768,111.43761029411768,0.7831623471490525,0.0844,0.9965
Norcasia,2005-06-01,2005,6,observado,305.4578953967596,10.181929846558656,25.556139616715274,25.590281045010148,20.21218916122886,32.74749790335303,97.23805147058827,97.23805147058827,0.8003144014314536,0.159,0.9742
Norcasia,2005-07-01,2005,7,observado,192.07641499042512,6.196013386787907,30.69526163000809,25.67533161151147,18.99788479984557,33.90460143787593,118.0900735294118,119.79477941176472,0.7829225969991387,0.3297,0.9223
Norcasia,2005-08-01,2005,8,observado,201.1716717956568,6.489408767601833,30.037252302671742,25.935438886870653,18.829190395466977,34.45476007820674,114.78746323529413,114.78746323529413,0.7720974837355502,0.1334,0.9992
Norcasia,2005-09-01,2005,9,observado,291.39656999826434,9.713218999942145,46.97436653137207,26.01702534734568,19.362714593480344,34.56405383632774,117.82691176470593,117.82691176470593,0.805892789415136,0.1409,0.9964
