modelo,mae,rmse,sesgo,municipio,variable,modelo_seleccionado
sarima,9.646338347905505,14.481413755116609,1.8136865791856251,Aguadas,et_real_mm,seasonal_naive
random_forest_lags,10.908925312893254,15.508206624781002,-1.0354351607683583,Aguadas,et_real_mm,seasonal_naive
sarima,5.491693465682178,7.088198103538664,-1.3960674164791687,Aguadas,et_potencial_mm,sarima
seasonal_naive,7.5260585607537385,9.282638686743459,-6.0034583333333345,Aguadas,et_potencial_mm,sarima
random_forest_lags,9.018562812574713,11.1794504623258,-8.566966073444007,Aguadas,et_potencial_mm,sarima
seasonal_naive,0.04328277712872476,0.05091587081458539,-0.02154474611911704,Aguadas,ndvi_mean,seasonal_naive
random_forest_lags,0.0492329956204285,0.058685070110299456,-0.02576834652456033,Aguadas,ndvi_mean,seasonal_naive
sarima,0.05750621058371723,0.06564048134975795,-0.015553561815997695,Aguadas,ndvi_mean,seasonal_naive
random_forest_lags,0.025371651527916813,0.039998491790901716,-0.00919829903333659,Aguadas,ndvi_min,random_forest_lags
sarima,0.025452002178096986,0.04162587219003016,-0.010661245867008997,Aguadas,ndvi_min,random_forest_lags
seasonal_naive,0.024680825461088622,0.041777823570633865,-0.013809952766531713,Aguadas,ndvi_min,random_forest_lags
random_forest_lags,0.003046625834699813,0.004088123599852446,-0.00031524652224591723,Aguadas,ndvi_max,random_forest_lags
seasonal_naive,0.0035326248313090358,0.004813569850535507,0.0005360661268555919,Aguadas,ndvi_max,random_forest_lags
sarima,0.003515597469879241,0.004940330010989426,0.0006001381026104096,Aguadas,ndvi_max,random_forest_lags
seasonal_naive,56.670570105045655,84.01635651214185,-6.8245076581618775,Anserma,precip_mm,seasonal_naive
sarima,56.029034325569874,87.06942386958326,-24.12577716270959,Anserma,precip_mm,seasonal_naive
random_forest_lags,56.67582509658037,91.51751405302599,-18.183108059192783,Anserma,precip_mm,seasonal_naive
seasonal_naive,1.896412956125769,2.906870840344368,-0.2598986451422878,Anserma,precip_mean_mm,seasonal_naive
sarima,1.876331012466648,3.0120444071949897,-0.8378536000734205,Anserma,precip_mean_mm,seasonal_naive
random_forest_lags,1.9551271959629437,3.165555138968609,-0.7714496026610879,Anserma,precip_mean_mm,seasonal_naive
seasonal_naive,12.12018118529677,17.43873476590829,-4.089891071104704,Anserma,precip_max_mm,seasonal_naive
sarima,12.201772178839718,17.54665290816243,-4.317815786045369,Anserma,precip_max_mm,seasonal_naive
random_forest_lags,12.698318145018456,18.079045151709348,-3.7799333544675524,Anserma,precip_max_mm,seasonal_naive
sarima,0.3665147030369392,0.4297404587970287,-0.01761147040328372,Anserma,temp_mean,sarima
random_forest_lags,0.4066428683768569,0.5183629700646614,-0.23795713286393677,Anserma,temp_mean,sarima
seasonal_naive,0.5713667225746342,0.7010024170808582,-0.5556065361082271,Anserma,temp_mean,sarima
sarima,0.39225321936577323,0.45940909356578236,-0.12617611988174277,Anserma,temp_min,sarima
seasonal_naive,0.610869158997934,0.7031759153959819,-0.5481271789525162,Anserma,temp_min,sarima
random_forest_lags,0.6504087034936757,0.7682112506682733,-0.5504016197833411,Anserma,temp_min,sarima
random_forest_lags,0.6715476422618103,0.7855616656244228,-0.2622550834466452,Anserma,temp_max,random_forest_lags
seasonal_naive,0.8777588051930229,1.0619705502291654,-0.7407956692357249,Anserma,temp_max,random_forest_lags
sarima,1.1161778429498752,1.3579409107806295,1.0706814262907425,Anserma,temp_max,random_forest_lags
sarima,5.926220880474378,7.210870680729737,-0.08767037638404969,Anserma,et_real_mm,sarima
seasonal_naive,7.551262727313151,8.583939909015358,-4.690524728409886,Anserma,et_real_mm,sarima
random_forest_lags,8.446851071421493,9.752191945783139,-6.004511640524264,Anserma,et_real_mm,sarima
sarima,5.876679650513481,7.249015703763733,-3.8141527584816615,Anserma,et_potencial_mm,sarima
seasonal_naive,6.402469321061761,7.803861102794819,-4.847533087309,Anserma,et_potencial_mm,sarima
random_forest_lags,8.1507731301241,9.665162039264189,-7.287873727533437,Anserma,et_potencial_mm,sarima
seasonal_naive,0.03523659267233552,0.047994012944522255,-0.006805982747488359,Anserma,ndvi_mean,seasonal_naive
random_forest_lags,0.04161914593419436,0.053657410718104905,-0.00124235003619116,Anserma,ndvi_mean,seasonal_naive
sarima,0.0441590399839991,0.05684208216893716,-0.004726664997944821,Anserma,ndvi_mean,seasonal_naive
seasonal_naive,0.02290228295096716,0.03192040871684758,0.007092746288798918,Anserma,ndvi_min,seasonal_naive
random_forest_lags,0.02588586742268545,0.03445625381041084,0.00863195534530863,Anserma,ndvi_min,seasonal_naive
sarima,0.03220563038578329,0.038393007171901826,0.012225285579539282,Anserma,ndvi_min,seasonal_naive
random_forest_lags,0.009366210978029836,0.01437637174319875,0.0008204427816819438,Anserma,ndvi_max,random_forest_lags
seasonal_naive,0.009230071974808816,0.017169086418060742,0.0026595816464237356,Anserma,ndvi_max,random_forest_lags
sarima,0.009420843104811128,0.01799063493490331,0.00217459173152636,Anserma,ndvi_max,random_forest_lags
seasonal_naive,46.04335625638362,74.6852633144839,-11.166293377991488,Aranzazu,precip_mm,seasonal_naive
sarima,46.308171964579664,75.5321607593305,-16.62338143797229,Aranzazu,precip_mm,seasonal_naive
random_forest_lags,48.4665069846431,80.74507667381907,-15.064345270124928,Aranzazu,precip_mm,seasonal_naive
seasonal_naive,1.5489634382484647,2.5993278329410634,-0.401745042718552,Aranzazu,precip_mean_mm,seasonal_naive
sarima,1.5573413649008927,2.628172402633437,-0.591360777467609,Aranzazu,precip_mean_mm,seasonal_naive
random_forest_lags,1.5994084721182535,2.7860726672085603,-0.5621165903005002,Aranzazu,precip_mean_mm,seasonal_naive
sarima,11.412668970001883,15.158266413951454,-3.014813931364997,Aranzazu,precip_max_mm,sarima
random_forest_lags,11.755759504192193,15.341374357390556,-2.881497106432484,Aranzazu,precip_max_mm,sarima
seasonal_naive,11.648278956558986,16.389516507597758,-4.6335800837492975,Aranzazu,precip_max_mm,sarima
sarima,0.4099826131952232,0.5361325274455496,-0.22716415023358436,Aranzazu,temp_mean,sarima
seasonal_naive,0.4299061661239468,0.561283841548919,-0.2521620905513855,Aranzazu,temp_mean,sarima
random_forest_lags,0.603254245878317,0.7218949593565958,-0.07132346569066025,Aranzazu,temp_mean,sarima
seasonal_naive,0.45216961594256533,0.5648097865576996,-0.21914650534159655,Aranzazu,temp_min,seasonal_naive
sarima,0.4862146817983512,0.6058519743448362,-0.3147396202020382,Aranzazu,temp_min,seasonal_naive
