Municipio,Año,Mes,ALLSKY_SFC_LW_DWN,GWETROOT,PRECTOTCORR,PS,RH2M,T2M,WS2M,NDVI,NDVI_min,NDVI_max,NDVI_std,n_observaciones_16d
Norcasia,2016,3,34.85,0.53,3.04,87.5,74.56,23.87,0.12,0.81645,0.8,0.8329,0.0232638131010373,2
Norcasia,2016,4,34.88,0.6,6.52,87.47,82.39,22.33,0.1,0.5272,0.5059,0.5485,0.0301227488785469,2
Norcasia,2016,5,34.65,0.65,5.71,87.6,86.2,21.64,0.1,0.8385,0.8264,0.8506,0.0171119841047144,2
Norcasia,2016,6,33.98,0.61,3.41,87.64,80.09,21.43,0.12,0.79715,0.7776,0.8167,0.027647875144394,2
Norcasia,2016,7,34.11,0.57,3.74,87.58,75.24,22.1,0.11,0.7705,0.7677,0.7733,0.0039597979746446,2
Norcasia,2016,8,34.17,0.61,7.09,87.55,76.91,22.21,0.12,0.8472500000000001,0.8419,0.8526,0.0075660425586961,2
Norcasia,2016,9,34.1,0.64,5.72,87.58,83.19,21.47,0.12,0.7723,0.7406,0.804,0.0448305699272271,2
Norcasia,2016,10,34.19,0.68,6.52,87.46,89.85,20.69,0.12,0.7029,0.5757,0.8301,0.1798879651338576,2
Norcasia,2016,11,34.05,0.75,6.33,87.45,90.37,20.49,0.09,0.6232,0.6232,0.6232,,1
Norcasia,2016,12,33.98,0.79,4.81,87.47,90.27,20.16,0.14,0.72635,0.5629,0.8898,0.2311532067698824,2
Norcasia,2017,1,33.95,0.79,6.01,87.53,88.16,20.05,0.12,0.8210500000000001,0.7989,0.8432,0.031324830406564,2
Norcasia,2017,2,33.67,0.72,2.53,87.53,84.46,20.94,0.14,0.79175,0.7702,0.8133,0.0304763022691401,2
Norcasia,2017,3,34.43,0.75,9.09,87.52,87.83,20.74,0.1,0.64645,0.4293,0.8636,0.3070964750693176,2
Norcasia,2017,4,34.22,0.82,4.44,87.49,87.9,21.03,0.11,0.6858500000000001,0.5605,0.8112,0.1772716700434674,2
Norcasia,2017,5,34.42,0.9,9.86,87.57,89.18,21.06,0.1,0.8259,0.7331,0.9187,0.1312390185882232,2
Norcasia,2017,6,34.27,0.88,5.93,87.57,89.48,20.68,0.12,0.65855,0.5001,0.817,0.2240821389580168,2
Norcasia,2017,7,33.85,0.79,2.83,87.62,85.43,20.67,0.1,0.81765,0.8111,0.8242,0.0092630988335438,2
Norcasia,2017,8,34.12,0.7,5.87,87.56,86.25,21.01,0.12,0.81815,0.7868,0.8495,0.0443355951803965,2
Norcasia,2017,9,34.19,0.69,5.07,87.54,86.99,21.13,0.11,0.78995,0.7606,0.8193,0.0415071680556503,2
Norcasia,2017,10,34.16,0.71,6.34,87.47,87.68,20.81,0.12,0.7842,0.7842,0.7842,,1
Norcasia,2017,11,34.09,0.78,7.42,87.41,91.29,20.38,0.1,0.63805,0.5786,0.6975,0.0840749962830805,2
Norcasia,2017,12,33.65,0.82,4.89,87.47,89.68,20.1,0.15,0.52055,0.2316,0.8095,0.4086370088477058,2
Norcasia,2018,1,33.71,0.8,4.17,87.43,87.55,20.38,0.16,0.5958,0.4044,0.7872,0.2706804758382104,2
Norcasia,2018,2,34.08,0.73,5.35,87.5,84.92,20.56,0.13,0.7919,0.7234,0.8604,0.096873629022557,2
Norcasia,2018,3,34.44,0.71,3.25,87.42,83.37,21.41,0.14,0.7729,0.7616,0.7842,0.0159806132548159,2
Norcasia,2018,4,34.15,0.77,6.9,87.55,88.31,20.51,0.11,0.8005,0.7923,0.8087,0.0115965512114593,2
Norcasia,2018,5,34.24,0.85,9.22,87.56,89.8,20.61,0.11,0.7936,0.7742,0.813,0.027435743110038,2
Norcasia,2018,6,34.01,0.85,5.38,87.6,87.23,20.62,0.09,0.5811999999999999,0.374,0.7884,0.2930250501237053,2
Norcasia,2018,7,34.04,0.72,3.36,87.57,84.17,20.98,0.13,0.76845,0.7604,0.7765,0.0113844191771034,2
Norcasia,2018,8,33.51,0.65,3.65,87.6,78.1,21.08,0.11,0.7908,0.7592,0.8224,0.0446891485709898,2
Norcasia,2018,9,34.07,0.63,6.17,87.45,80.31,21.58,0.14,0.77135,0.7592,0.7835,0.017182694782833,2
Norcasia,2018,10,34.02,0.73,7.24,87.52,90.56,20.08,0.11,0.8033,0.8033,0.8033,,1
Norcasia,2018,11,34.23,0.81,7.68,87.44,91.2,20.39,0.12,0.6011,0.3192,0.883,0.3986668032329755,2
Norcasia,2018,12,33.42,0.8,1.94,87.51,86.07,20.41,0.21,0.9086,0.8587,0.9585,0.0705692567624174,2
Norcasia,2019,1,33.8,0.66,2.43,87.5,82.68,21.24,0.18,0.83145,0.8042,0.8587,0.0385373195746668,2
Norcasia,2019,2,34.6,0.61,4.27,87.47,80.78,22.02,0.14,0.7554,0.721,0.7898,0.0486489465456344,2
Norcasia,2019,3,34.75,0.65,4.91,87.49,86.32,21.41,0.13,0.5987,0.3764,0.821,0.314379674915539,2
Norcasia,2019,4,34.49,0.77,7.74,87.52,88.8,21.27,0.12,0.67885,0.5351,0.8226,0.2032931995911323,2
Norcasia,2019,5,34.31,0.83,10.82,87.51,88.82,21.37,0.09,0.7990999999999999,0.7893,0.8089,0.0138592929112563,2
Norcasia,2019,6,34.0,0.89,4.9,87.59,87.35,20.99,0.09,0.8308500000000001,0.8254,0.8363,0.0077074639149333,2
Norcasia,2019,7,33.62,0.78,3.74,87.58,84.38,20.82,0.12,0.7901,0.7575,0.8227,0.0461033621333629,2
Norcasia,2019,8,33.57,0.62,1.72,87.59,74.31,22.13,0.13,0.8042499999999999,0.7967,0.8118,0.0106773123959169,2
Norcasia,2019,9,34.0,0.57,4.66,87.55,75.83,22.47,0.13,0.8113,0.785,0.8376,0.0371938166904123,2
Norcasia,2019,10,33.89,0.66,8.12,87.49,87.13,20.77,0.11,0.8534,0.8534,0.8534,,1
Norcasia,2019,11,33.72,0.81,7.64,87.42,90.53,20.43,0.13,0.70765,0.5996,0.8157,0.1528057754144129,2
Norcasia,2019,12,33.85,0.79,3.98,87.42,88.61,21.1,0.17,0.6762,0.6754,0.677,0.0011313708498985,2
Norcasia,2020,1,33.32,0.68,1.52,87.53,82.55,21.29,0.17,0.5118,0.2144,0.8092,0.4205871134497584,2
Norcasia,2020,2,33.99,0.61,5.0,87.5,76.86,22.3,0.19,0.77875,0.7718,0.7857,0.0098287842584929,2
Norcasia,2020,3,34.75,0.64,3.42,87.54,82.65,21.54,0.16,0.7117,0.579,0.8444,0.1876661397269097,2
Norcasia,2020,4,34.49,0.65,5.32,87.55,85.04,21.69,0.15,0.7452000000000001,0.6911,0.7993,0.0765089537243843,2
Norcasia,2020,5,34.39,0.62,3.71,87.55,80.77,22.39,0.11,0.8123,0.7766,0.848,0.0504874241767194,2
Norcasia,2020,6,33.99,0.63,5.47,87.57,82.4,21.17,0.12,0.8769,0.8634,0.8904,0.0190918830920368,2
Norcasia,2020,7,33.83,0.65,6.56,87.53,84.26,20.82,0.13,0.83065,0.7974,0.8639,0.0470226009489054,2
Norcasia,2020,8,33.86,0.63,5.21,87.52,81.92,21.42,0.13,0.81185,0.8079,0.8158,0.0055861435713737,2
Norcasia,2020,9,34.01,0.65,4.61,87.51,84.03,21.37,0.16,0.34445,0.1585,0.5304,0.262973011923277,2
Norcasia,2020,10,33.95,0.59,5.65,87.43,75.52,22.38,0.13,0.55545,0.4866,0.6243,0.0973686037693876,2
Norcasia,2020,11,33.86,0.67,2.28,87.45,86.96,20.84,0.12,0.7921,0.7921,0.7921,,1
Norcasia,2020,12,33.72,0.58,3.61,87.4,78.88,21.7,0.17,0.32885,0.3168,0.3409,0.0170412734265957,2
Norcasia,2021,1,33.88,0.62,2.9,87.38,79.42,21.55,0.21,0.5584,0.4001,0.7167,0.2238700069236609,2
Norcasia,2021,2,34.84,0.59,3.05,87.4,77.75,21.97,0.14,0.6376999999999999,0.411,0.8644,0.3206022145899806,2
Norcasia,2021,3,34.69,0.58,2.83,87.42,78.43,21.65,0.11,0.3793999999999999,0.2895,0.4693,0.1271377992573412,2
Norcasia,2021,4,34.2,0.59,4.21,87.42,78.7,22.15,0.11,0.4775999999999999,0.1949,0.7603,0.3997981740828739,2
Norcasia,2021,5,34.21,0.54,0.76,87.52,71.09,23.11,0.07,0.6454500000000001,0.4214,0.8695,0.316854548649692,2
Norcasia,2021,6,33.72,0.56,4.65,87.58,77.19,21.7,0.08,0.84975,0.8477,0.8518,0.0028991378028648,2
Norcasia,2021,7,33.67,0.54,1.9,87.58,68.86,22.68,0.06,0.8373999999999999,0.8337,0.8411,0.0052325901807804,2
Norcasia,2021,8,33.95,0.53,2.81,87.56,70.23,22.67,0.08,0.82885,0.7772,0.8805,0.0730441304965703,2
Norcasia,2021,9,33.97,0.55,3.5,87.53,70.67,22.93,0.08,0.8381000000000001,0.8085,0.8677,0.0418607214462436,2
Norcasia,2021,10,34.15,0.56,3.59,87.47,78.1,22.36,0.09,0.6183,0.6183,0.6183,,1
Norcasia,2021,11,33.72,0.57,3.56,87.45,81.25,21.32,0.15,0.7902,0.7485,0.8319,0.058972705550958,2
Norcasia,2021,12,34.14,0.59,3.29,87.43,82.78,21.43,0.14,0.75665,0.6572,0.8561,0.1406435387780043,2
Norcasia,2022,1,33.92,0.6,3.38,87.48,81.27,20.97,0.18,0.2425999999999999,0.1917,0.2935,0.0719834703247905,2
Norcasia,2022,2,34.32,0.61,5.9,87.43,81.87,21.14,0.17,0.7117,0.5864,0.837,0.1772009593653487,2
Norcasia,2022,3,34.29,0.72,7.66,87.44,87.73,20.82,0.13,0.7283999999999999,0.593,0.8638,0.1914845163453171,2
Norcasia,2022,4,34.13,0.85,9.77,87.45,88.29,20.78,0.13,0.47165,0.3454,0.5979,0.1785444622496032,2
Norcasia,2022,5,34.08,0.9,7.46,87.55,88.51,20.92,0.12,0.4092,0.2911,0.5273,0.1670186217162625,2
Norcasia,2022,6,33.93,0.91,8.05,87.55,89.68,20.19,0.12,0.624,0.3826,0.8654,0.3413911539568651,2
Norcasia,2022,7,33.8,0.88,8.12,87.57,87.54,20.63,0.12,0.7232000000000001,0.6438,0.8026,0.1122885568524237,2
Norcasia,2022,8,33.56,0.91,5.66,87.56,86.11,20.55,0.13,0.7403,0.6339,0.8467,0.1504723230364973,2
Norcasia,2022,9,33.81,0.83,6.22,87.55,87.97,20.6,0.12,0.7679499999999999,0.6879,0.848,0.1132077956679663,2
Norcasia,2022,10,33.71,0.89,8.64,87.53,90.61,20.06,0.12,0.0974,0.0974,0.0974,,1
Norcasia,2022,11,33.62,0.96,8.58,87.5,91.72,19.83,0.12,0.5111,0.4273,0.5949,0.1185110965268653,2
Norcasia,2022,12,33.29,0.92,3.08,87.47,89.55,19.61,0.17,0.6393,0.5845,0.6941,0.0774989032180455,2
Norcasia,2023,1,33.14,0.9,6.39,87.55,88.36,19.52,0.18,0.5912000000000001,0.3452,0.8372,0.3478965363437814,2
Norcasia,2023,2,33.88,0.81,2.33,87.49,85.96,20.51,0.16,0.5638,0.2747,0.8529,0.4088491408820618,2
Norcasia,2023,3,34.2,0.85,8.6,87.51,88.59,20.54,0.13,0.72815,0.6344,0.8219,0.1325825214724776,2
Norcasia,2023,4,34.24,0.88,6.52,87.46,88.29,20.95,0.11,0.59435,0.3935,0.7952,0.2840447940026361,2
Norcasia,2023,5,34.23,0.82,5.91,87.52,87.53,21.55,0.11,0.84945,0.845,0.8539,0.0062932503525603,2
Norcasia,2023,6,33.71,0.8,4.16,87.56,85.04,21.08,0.1,0.84365,0.8261,0.8612,0.0248194480196478,2
Norcasia,2023,7,33.86,0.72,4.72,87.57,84.27,21.46,0.14,0.7934,0.7702,0.8166,0.0328097546470558,2
Norcasia,2023,8,34.04,0.62,3.79,87.53,76.49,22.44,0.13,0.7946,0.7937,0.7955,0.0012727922061358,2
Norcasia,2023,9,34.51,0.59,3.52,87.46,74.33,23.4,0.13,0.8334,0.79,0.8768,0.0613768686069923,2
Norcasia,2023,10,34.31,0.63,6.53,87.49,86.22,21.55,0.14,0.8298,0.8298,0.8298,,1
Norcasia,2023,11,34.17,0.72,5.74,87.44,88.07,21.25,0.15,0.7477,0.707,0.7884,0.057558491988585,2
Norcasia,2023,12,34.27,0.65,3.4,87.42,85.64,21.62,0.19,0.6997,0.6094,0.79,0.1277034846822904,2
Norcasia,2024,1,34.17,0.58,0.77,87.49,68.62,23.74,0.22,0.54945,0.2678,0.8311,0.3983132498423821,2
Norcasia,2024,2,35.02,0.56,3.5,87.5,75.92,23.38,0.16,0.7899,0.7837,0.7961,0.0087681240867132,2
Norcasia,2024,3,35.44,0.53,2.36,87.46,72.47,24.51,0.1,0.5538000000000001,0.3113,0.7963,0.3429467888754756,2
Norcasia,2024,4,34.94,0.59,6.42,87.47,80.17,22.97,0.14,0.81315,0.8079,0.8184,0.0074246212024587,2
Norcasia,2024,5,34.8,0.8,11.64,87.5,90.51,21.68,0.11,0.82935,0.8195,0.8392,0.0139300035893749,2
Norcasia,2024,6,34.34,0.9,10.93,87.57,89.57,21.31,0.1,0.8438,0.8343,0.8533,0.0134350288425443,2
Norcasia,2024,7,33.8,0.9,4.79,87.58,85.88,21.25,0.1,0.7656000000000001,0.721,0.8102,0.0630739248818401,2
Norcasia,2024,8,33.92,0.78,4.58,87.61,84.56,21.44,0.13,0.8512,0.827,0.8754,0.0342239682094289,2
Norcasia,2024,9,34.19,0.67,4.15,87.49,82.96,22.1,0.15,0.8042,0.7985,0.8099,0.0080610173055265,2
Norcasia,2024,10,34.05,0.68,6.19,87.53,87.24,21.33,0.16,0.6106,0.5382,0.683,0.1023890619158121,2
Norcasia,2024,11,33.92,0.77,7.14,87.48,92.42,20.28,0.13,0.3449,0.3449,0.3449,,1
Norcasia,2024,12,34.02,0.78,5.01,87.45,90.38,20.65,0.17,0.7322,0.6566,0.8078,0.1069145453154059,2
Norcasia,2025,1,33.61,0.77,2.61,87.51,86.57,20.99,0.17,0.7307999999999999,0.6507,0.8109,0.1132785063460849,2
Norcasia,2025,2,34.49,0.75,7.69,87.44,89.28,20.83,0.12,0.3715,0.0927,0.6503,0.3942827411896188,2
Norcasia,2025,3,34.23,0.89,8.54,87.5,89.16,21.01,0.15,0.7464500000000001,0.6115,0.8814,0.1908481202422491,2
Norcasia,2025,4,34.38,0.96,13.26,87.46,89.45,21.4,0.11,0.65905,0.5634,0.7547,0.1352695272409865,2
Norcasia,2025,5,34.21,0.97,7.82,87.53,88.77,21.23,0.09,0.8083499999999999,0.8079,0.8088,0.0006363961030678,2
Norcasia,2025,6,34.09,0.96,10.15,87.57,88.66,21.26,0.11,0.81365,0.7964,0.8309,0.0243951839509358,2
Norcasia,2025,7,33.58,0.83,2.42,87.61,84.92,21.01,0.11,0.7847,0.7698,0.7996,0.021071782079359,2
Norcasia,2025,8,33.88,0.72,4.62,87.59,85.85,21.13,0.16,0.80255,0.7826,0.8225,0.0282135605693432,2
Norcasia,2025,9,34.01,0.68,9.95,87.56,82.8,21.6,0.14,0.7574,0.7302,0.7846,0.0384666088965481,2
Norcasia,2025,10,33.96,0.83,6.61,87.5,88.84,20.8,0.13,0.7567,0.7567,0.7567,,1
Norcasia,2025,11,34.1,0.79,4.0,87.45,89.7,20.68,0.13,0.6476999999999999,0.5644,0.731,0.1178039897456787,2
Norcasia,2025,12,,0.78,3.04,87.43,90.07,20.17,0.17,0.6219,0.398,0.8458,0.316642416615336,2
Pacora,2000,2,32.14,0.98,11.35,81.66,89.1,17.0,0.19,0.1837,0.1837,0.1837,,1
Pacora,2000,3,32.21,0.99,9.41,81.59,87.92,17.54,0.2,0.53125,0.4841,0.5784,0.0666801694658914,2
Pacora,2000,4,32.52,0.99,11.87,81.64,89.1,17.73,0.19,0.306,0.3045,0.3075,0.0021213203435596,2
Pacora,2000,5,32.34,1.0,16.29,81.68,90.45,17.64,0.17,0.34575,0.0657,0.6258,0.3960505081425853,2
Pacora,2000,6,31.99,1.0,14.12,81.71,90.13,17.33,0.17,0.3645,0.2066,0.5224,0.2233043214987116,2
Pacora,2000,7,31.73,0.99,11.58,81.68,88.65,16.86,0.19,0.45315,0.1922,0.7141,0.3690390291012591,2
Pacora,2000,8,31.44,0.98,11.75,81.69,86.4,17.31,0.23,0.3601499999999999,0.1291,0.5912,0.3267540435863035,2
Pacora,2000,9,31.75,0.99,12.28,81.66,89.69,16.99,0.21,0.5264,0.4745,0.5783,0.0733976838871637,2
Pacora,2000,10,31.92,0.98,8.76,81.62,89.65,17.13,0.22,0.5217499999999999,0.4657,0.5778,0.079266670171012,2
Pacora,2000,11,31.85,0.99,8.13,81.57,89.93,16.86,0.24,0.6511,0.6511,0.6511,,1
Pacora,2000,12,31.38,0.94,5.95,81.59,89.23,17.26,0.26,0.6205,0.6135,0.6275,0.0098994949366116,2
Pacora,2001,1,31.45,0.94,5.35,81.66,86.43,16.87,0.25,0.54905,0.4846,0.6135,0.091146064094946,2
Pacora,2001,2,32.35,0.85,4.19,81.54,84.92,17.3,0.23,0.48595,0.4816,0.4903,0.0061518289963229,2
Pacora,2001,3,32.46,0.89,6.63,81.64,87.48,17.76,0.19,0.634,0.5935,0.6745,0.0572756492761103,2
Pacora,2001,4,32.43,0.93,7.61,81.65,87.51,18.0,0.17,0.55785,0.5236,0.5921,0.0484368145112785,2
Pacora,2001,5,32.19,0.98,10.0,81.69,89.94,17.77,0.18,0.6238999999999999,0.5599,0.6879,0.090509667991878,2
Pacora,2001,6,31.75,0.97,8.68,81.71,87.56,17.27,0.17,0.5748,0.5451,0.6045,0.0420021428024808,2
Pacora,2001,7,31.71,0.9,6.12,81.73,85.75,17.28,0.2,0.5202,0.3648,0.6756,0.2197687875927789,2
Pacora,2001,8,31.76,0.91,11.01,81.74,83.2,17.55,0.23,0.55505,0.4801,0.63,0.1059953064998634,2
Pacora,2001,9,31.91,0.95,9.06,81.69,87.83,17.09,0.24,0.46185,0.4156,0.5081,0.0654073772597556,2
Pacora,2001,10,32.1,0.95,6.73,81.63,88.44,17.52,0.26,0.4801,0.4801,0.4801,,1
Pacora,2001,11,32.04,0.98,12.2,81.63,89.95,17.21,0.25,0.44875,0.3394,0.5581,0.1546442530454979,2
Pacora,2001,12,32.37,0.99,9.56,81.53,90.85,17.65,0.25,0.33225,0.1851,0.4794,0.2081015257032009,2
Pacora,2002,1,31.75,0.97,5.84,81.64,87.47,17.58,0.24,0.47585,0.384,0.5677,0.1298955157039687,2
Pacora,2002,2,32.45,0.89,2.94,81.62,85.54,18.3,0.21,0.51775,0.4955,0.54,0.0314662517628013,2
Pacora,2002,3,32.33,0.84,5.57,81.64,86.34,18.27,0.19,0.51175,0.4935,0.53,0.0258093975133089,2
Pacora,2002,4,32.55,0.96,13.97,81.62,89.86,17.8,0.19,0.5274,0.5093,0.5455,0.025597265478953,2
Pacora,2002,5,32.23,0.97,7.25,81.66,88.76,17.89,0.18,0.3783999999999999,0.2333,0.5235,0.205202387900336,2
Pacora,2002,6,31.79,0.96,5.97,81.75,87.21,17.37,0.19,0.58975,0.5769,0.6026,0.0181726442764943,2
Pacora,2002,7,31.7,0.92,9.43,81.77,85.67,17.54,0.19,0.5609500000000001,0.545,0.5769,0.0225567063198507,2
Pacora,2002,8,31.62,0.89,6.75,81.68,84.13,17.51,0.22,0.5730500000000001,0.4883,0.6578,0.1198545994111198,2
Pacora,2002,9,31.73,0.88,8.01,81.69,85.21,17.67,0.24,0.62445,0.5808,0.6681,0.0617304219975856,2
Pacora,2002,10,32.01,0.93,8.95,81.6,87.21,17.38,0.23,0.2995,0.2995,0.2995,,1
Pacora,2002,11,32.02,0.98,7.63,81.64,88.91,17.47,0.22,0.6710499999999999,0.5797,0.7624,0.1291884089227822,2
Pacora,2002,12,32.09,0.96,7.07,81.64,89.32,17.71,0.24,0.535,0.5281,0.5419,0.0097580735803743,2
Pacora,2003,1,31.92,0.87,2.01,81.65,83.12,18.45,0.24,0.6305499999999999,0.5838,0.6773,0.0661144840409422,2
Pacora,2003,2,32.45,0.79,5.24,81.58,86.29,18.49,0.18,0.5971,0.5785,0.6157,0.0263043722601395,2
Pacora,2003,3,32.43,0.83,7.05,81.62,86.17,18.11,0.21,0.4932499999999999,0.4795,0.507,0.01944543648263,2
Pacora,2003,4,32.3,0.91,7.1,81.65,88.82,17.99,0.21,0.4939,0.4834,0.5044,0.0148492424049174,2
Pacora,2003,5,32.17,0.96,7.74,81.67,89.13,18.15,0.16,0.50255,0.4857,0.5194,0.0238294985259866,2
Pacora,2003,6,31.78,0.98,8.43,81.71,89.03,17.25,0.19,0.32175,0.1805,0.463,0.1997576656851997,2
Pacora,2003,7,31.8,0.93,8.08,81.73,86.92,17.58,0.18,0.59085,0.5406,0.6411,0.071064231509248,2
Pacora,2003,8,31.71,0.93,7.15,81.75,85.94,17.45,0.2,0.62185,0.6165,0.6272,0.007566042558696,2
Pacora,2003,9,32.0,0.91,7.61,81.7,88.42,17.52,0.23,0.52835,0.4852,0.5715,0.061023315216399,2
Pacora,2003,10,32.12,0.98,10.57,81.63,92.14,17.25,0.25,0.6957,0.6957,0.6957,,1
Pacora,2003,11,31.98,0.99,7.43,81.59,90.39,17.48,0.23,0.5277499999999999,0.5166,0.5389,0.01576848122046,2
Pacora,2003,12,31.71,0.95,4.48,81.61,89.48,17.32,0.25,0.61965,0.5593,0.68,0.0853477884892163,2
Pacora,2004,1,32.0,0.92,3.87,81.66,87.78,17.35,0.22,0.5912,0.5024,0.68,0.1255821643387308,2
Pacora,2004,2,31.99,0.84,4.96,81.68,84.35,17.88,0.24,0.55165,0.509,0.5943,0.0603162084352125,2
Pacora,2004,3,32.41,0.84,4.94,81.57,86.33,18.7,0.17,0.5690999999999999,0.5359,0.6023,0.0469518902707866,2
Pacora,2004,4,32.33,0.87,5.85,81.67,88.5,18.08,0.21,0.7109,0.6999,0.7219,0.015556349186104,2
Pacora,2004,5,32.28,0.87,6.09,81.69,87.87,18.12,0.17,0.5913999999999999,0.5166,0.6662,0.1057831744655075,2
Pacora,2004,6,31.4,0.83,2.29,81.74,84.49,17.65,0.2,0.5600499999999999,0.5191,0.601,0.0579120453791781,2
Pacora,2004,7,31.54,0.77,4.44,81.72,85.29,17.18,0.2,0.5905,0.5811,0.5999,0.0132936074863071,2
Pacora,2004,8,31.53,0.69,3.83,81.74,82.47,17.54,0.23,0.4417,0.3886,0.4948,0.0750947401620113,2
Pacora,2004,9,31.93,0.66,3.31,81.7,83.39,17.48,0.24,0.3986,0.2033,0.5939,0.2761959087314654,2
Pacora,2004,10,32.03,0.76,8.96,81.65,89.18,17.35,0.25,0.37035,0.1227,0.618,0.3502299887216969,2
Pacora,2004,11,31.94,0.93,7.69,81.59,91.42,17.11,0.23,0.4241,0.4241,0.4241,,1
Pacora,2004,12,31.99,0.96,5.0,81.61,90.1,17.28,0.23,0.4865,0.3932,0.5798,0.1319461253694097,2
Pacora,2005,1,32.41,0.96,5.86,81.61,89.51,17.42,0.24,0.509,0.3573,0.6607,0.2145361974119985,2
Pacora,2005,2,32.82,0.89,1.99,81.57,86.08,18.45,0.21,0.63845,0.5687,0.7082,0.0986413959755234,2
Pacora,2005,3,32.25,0.8,4.21,81.71,85.31,18.57,0.22,0.5509,0.5377,0.5641,0.0186676190233248,2
Pacora,2005,4,32.56,0.88,8.95,81.64,88.55,18.46,0.2,0.59105,0.4348,0.7473,0.220970869120796,2
Pacora,2005,5,32.08,0.98,9.34,81.67,90.0,17.83,0.2,0.55385,0.5357,0.572,0.0256679761570716,2
Pacora,2005,6,32.08,0.95,6.51,81.69,88.31,17.9,0.19,0.6089,0.6054,0.6124,0.0049497474683057,2
Pacora,2005,7,31.63,0.94,5.94,81.76,85.7,17.62,0.22,0.5025,0.4967,0.5083,0.0082024386617639,2
Pacora,2005,8,31.91,0.82,4.15,81.72,84.46,17.83,0.23,0.5186,0.4964,0.5408,0.0313955410846826,2
Pacora,2005,9,31.96,0.77,4.94,81.7,85.6,18.08,0.22,0.6223000000000001,0.5913,0.6533,0.0438406204335659,2
Pacora,2005,10,31.95,0.86,7.59,81.68,90.8,17.24,0.26,0.6112,0.6112,0.6112,,1
Pacora,2005,11,31.92,0.94,5.55,81.6,89.89,17.24,0.25,0.54935,0.5347,0.564,0.0207182286887658,2
Pacora,2005,12,31.67,0.93,5.56,81.62,89.37,17.0,0.27,0.462,0.4423,0.4817,0.0278600071787499,2
Pacora,2006,1,32.01,0.97,8.23,81.58,88.81,17.33,0.21,0.56975,0.5467,0.5928,0.0325976226126998,2
Pacora,2006,2,32.26,0.93,3.73,81.6,85.25,18.17,0.21,0.6528,0.6467,0.6589,0.0086267027304758,2
Pacora,2006,3,32.34,0.86,4.14,81.62,87.97,17.89,0.2,0.4193,0.209,0.6296,0.2974091121670619,2
Pacora,2006,4,32.3,0.89,7.14,81.62,89.84,17.4,0.21,0.50485,0.4609,0.5488,0.0621546860662975,2
Pacora,2006,5,32.14,0.94,4.48,81.7,88.2,17.99,0.19,0.4886,0.4342,0.543,0.0769332177930963,2
Pacora,2006,6,31.73,0.93,5.73,81.72,87.84,17.44,0.21,0.5868,0.5331,0.6405,0.0759432682994351,2
Pacora,2006,7,31.67,0.76,2.56,81.74,83.35,17.59,0.19,0.59755,0.5667,0.6284,0.0436284883992099,2
Pacora,2006,8,31.66,0.78,8.84,81.68,85.55,17.86,0.22,0.5537000000000001,0.511,0.5964,0.0603869191133311,2
Pacora,2006,9,31.81,0.87,8.75,81.71,85.99,17.67,0.25,0.3241,0.073,0.5752,0.3551090255118841,2
Pacora,2006,10,32.11,0.91,7.11,81.64,89.49,17.5,0.22,0.5248,0.5248,0.5248,,1
Pacora,2006,11,31.96,0.93,4.91,81.58,90.81,17.04,0.23,0.3949,0.2893,0.5005,0.1493409521865988,2
Pacora,2006,12,31.94,0.95,4.73,81.67,89.13,17.46,0.21,0.5950500000000001,0.545,0.6451,0.0707813887967734,2
Pacora,2007,1,32.4,0.88,3.03,81.59,87.3,18.09,0.2,0.588,0.4257,0.7503,0.2295268611731533,2
Pacora,2007,2,31.34,0.74,0.65,81.69,78.47,18.15,0.28,0.54655,0.5444,0.5487,0.0030405591591021,2
Pacora,2007,3,32.53,0.65,3.22,81.6,85.58,18.09,0.19,0.3369999999999999,0.2708,0.4032,0.0936209378290989,2
Pacora,2007,4,32.27,0.76,6.37,81.69,88.76,17.75,0.23,0.3853,0.1239,0.6467,0.369675425204327,2
Pacora,2007,5,32.19,0.84,6.6,81.69,90.22,17.93,0.2,0.7167,0.6878,0.7456,0.0408707719525825,2
Pacora,2007,6,31.92,0.84,2.2,81.72,85.21,17.56,0.2,0.6153500000000001,0.5757,0.655,0.0560735677480932,2
Pacora,2007,7,31.54,0.7,3.69,81.74,84.02,17.59,0.24,0.3523,0.2341,0.4705,0.1671600430724998,2
Pacora,2007,8,32.04,0.65,2.98,81.69,83.49,17.59,0.24,0.49215,0.4334,0.5509,0.0830850467894192,2
Pacora,2007,9,31.92,0.64,3.98,81.7,82.65,17.84,0.24,0.4365,0.332,0.541,0.1477853172679884,2
Pacora,2007,10,31.8,0.7,4.59,81.64,89.32,16.91,0.26,0.5983,0.5983,0.5983,,1
Pacora,2007,11,31.85,0.74,3.63,81.55,89.25,17.17,0.25,0.68145,0.6514,0.7115,0.0424971175493115,2
Pacora,2007,12,31.94,0.74,3.58,81.63,88.81,16.81,0.26,0.55175,0.4794,0.6241,0.1023183512376934,2
Pacora,2008,1,31.95,0.75,3.43,81.57,86.31,17.18,0.23,0.6757,0.6733,0.6781,0.0033941125496954,2
Pacora,2008,2,32.03,0.66,1.01,81.66,83.49,17.51,0.21,0.509,0.4841,0.5339,0.0352139177030901,2
Pacora,2008,3,32.22,0.62,2.36,81.65,80.71,17.87,0.19,0.55055,0.4202,0.6809,0.1843427378553329,2
