Municipio,Año,Mes,ALLSKY_SFC_LW_DWN,GWETROOT,PRECTOTCORR,PS,RH2M,T2M,WS2M,NDVI,NDVI_min,NDVI_max,NDVI_std,n_observaciones_16d
Filadelfia,2013,8,31.91,0.93,9.12,81.69,88.13,17.46,0.19,0.86155,0.7878,0.9353,0.1042982502250157,2
Filadelfia,2013,9,31.78,0.96,8.35,81.69,88.48,17.55,0.2,0.76755,0.7463,0.7888,0.0300520382004282,2
Filadelfia,2013,10,31.77,0.97,9.55,81.65,89.69,17.45,0.21,0.7853,0.7853,0.7853,,1
Filadelfia,2013,11,31.87,0.99,9.84,81.57,91.89,16.96,0.25,0.80645,0.7833,0.8296,0.0327390439689371,2
Filadelfia,2013,12,31.84,0.99,7.73,81.6,90.73,17.33,0.22,0.7094,0.6718,0.747,0.0531744299452283,2
Filadelfia,2014,1,32.31,0.94,3.79,81.58,89.14,17.68,0.23,0.74455,0.6952,0.7939,0.0697914393031122,2
Filadelfia,2014,2,32.33,0.92,7.28,81.56,90.28,17.62,0.22,0.7762,0.749,0.8034,0.0384666088965481,2
Filadelfia,2014,3,32.1,0.98,6.52,81.65,88.73,17.77,0.24,0.7557,0.7456,0.7658,0.0142835569799682,2
Filadelfia,2014,4,32.13,0.95,8.98,81.63,88.06,18.5,0.18,0.7424999999999999,0.701,0.784,0.0586898628384834,2
Filadelfia,2014,5,32.01,0.99,8.45,81.7,90.36,17.86,0.2,0.5055,0.2285,0.7825,0.3917371567773473,2
Filadelfia,2014,6,31.9,0.95,6.51,81.7,87.59,18.05,0.17,0.7555000000000001,0.7298,0.7812,0.0363452885529885,2
Filadelfia,2014,7,31.56,0.88,5.1,81.75,84.61,17.96,0.17,0.7248,0.7169,0.7327,0.0111722871427474,2
Filadelfia,2014,8,31.6,0.77,4.93,81.74,84.82,17.63,0.2,0.7391,0.6777,0.8005,0.086832712729708,2
Filadelfia,2014,9,31.71,0.83,8.93,81.69,87.48,17.79,0.22,0.6178,0.543,0.6926,0.1057831744655074,2
Filadelfia,2014,10,32.12,0.94,9.29,81.66,90.27,17.34,0.21,0.8027,0.8027,0.8027,,1
Filadelfia,2014,11,31.85,0.99,9.94,81.63,91.81,17.17,0.24,0.82145,0.8156,0.8273,0.0082731493398826,2
Filadelfia,2014,12,31.51,0.99,8.46,81.62,90.22,17.41,0.23,0.77935,0.7403,0.8184,0.0552250396106694,2
Filadelfia,2015,1,31.35,0.88,2.66,81.64,86.16,17.18,0.26,0.7484500000000001,0.7403,0.7566,0.0115258405333407,2
Filadelfia,2015,2,32.18,0.88,4.99,81.64,88.25,17.94,0.22,0.71395,0.6855,0.7424,0.0402343758495145,2
Filadelfia,2015,3,32.34,0.86,5.32,81.65,88.67,17.92,0.21,0.64385,0.5882,0.6995,0.0787009847460628,2
Filadelfia,2015,4,32.22,0.92,5.0,81.63,88.97,18.1,0.2,0.79065,0.7665,0.8148,0.0341532575313102,2
Filadelfia,2015,5,32.14,0.86,4.36,81.69,87.7,18.4,0.18,0.8183,0.7565,0.8801,0.0873983981546572,2
Filadelfia,2015,6,31.75,0.79,1.96,81.71,83.89,18.1,0.19,0.7160500000000001,0.7144,0.7177,0.0023334523779155,2
Filadelfia,2015,7,31.88,0.67,3.84,81.72,82.53,18.2,0.2,0.7703,0.7431,0.7975,0.0384666088965481,2
Filadelfia,2015,8,31.98,0.64,3.98,81.67,79.61,18.8,0.18,0.7867,0.778,0.7954,0.0123036579926459,2
Filadelfia,2015,9,31.61,0.64,3.24,81.66,78.54,18.97,0.2,0.6343,0.6163,0.6523,0.0254558441227157,2
Filadelfia,2015,10,32.21,0.68,6.22,81.69,86.57,18.1,0.21,0.6729,0.6729,0.6729,,1
Filadelfia,2015,11,32.13,0.81,5.67,81.58,90.59,17.57,0.22,0.6592,0.5311,0.7873,0.1811607573399934,2
Filadelfia,2015,12,31.45,0.75,1.03,81.6,84.0,18.31,0.24,0.80995,0.799,0.8209,0.0154856385079852,2
Filadelfia,2016,1,32.06,0.63,1.57,81.69,80.92,19.13,0.24,0.7249000000000001,0.6811,0.7687,0.0619425540319416,2
Filadelfia,2016,2,32.57,0.58,2.15,81.58,78.15,20.21,0.18,0.3965499999999999,0.1326,0.6605,0.3732816697883784,2
Filadelfia,2016,3,32.5,0.6,3.2,81.73,81.69,19.85,0.2,0.6202000000000001,0.52,0.7204,0.1417041989497841,2
Filadelfia,2016,4,32.45,0.69,6.95,81.68,87.38,18.89,0.21,0.4512,0.1413,0.7611,0.4382647829794221,2
Filadelfia,2016,5,32.21,0.79,6.37,81.77,88.69,18.57,0.16,0.77565,0.7641,0.7872,0.0163341666454092,2
Filadelfia,2016,6,31.56,0.78,3.9,81.81,86.68,17.79,0.19,0.72995,0.7191,0.7408,0.0153442171517481,2
Filadelfia,2016,7,31.71,0.72,4.33,81.76,85.93,17.79,0.18,0.7843500000000001,0.7708,0.7979,0.0191625937701554,2
Filadelfia,2016,8,31.8,0.72,7.92,81.74,83.32,18.23,0.18,0.77145,0.7661,0.7768,0.0075660425586961,2
Filadelfia,2016,9,31.79,0.79,6.38,81.76,86.82,17.85,0.21,0.7444999999999999,0.7114,0.7776,0.0468104689145494,2
Filadelfia,2016,10,31.9,0.85,7.07,81.63,90.59,17.61,0.25,0.67485,0.6655,0.6842,0.0132228968081885,2
Filadelfia,2016,11,31.78,0.94,7.03,81.61,90.56,17.45,0.24,0.7766,0.7766,0.7766,,1
Filadelfia,2016,12,31.87,0.96,5.56,81.63,91.13,17.24,0.22,0.7638499999999999,0.7313,0.7964,0.0460326514552442,2
Filadelfia,2017,1,31.92,0.95,6.59,81.66,88.79,17.47,0.2,0.76405,0.7609,0.7672,0.0044547727214752,2
Filadelfia,2017,2,31.55,0.87,2.78,81.69,85.07,17.72,0.27,0.7383,0.7326,0.744,0.0080610173055266,2
Filadelfia,2017,3,32.41,0.92,9.7,81.69,89.53,17.44,0.22,0.7971,0.7949,0.7993,0.0031112698372207,2
Filadelfia,2017,4,32.04,0.96,4.75,81.66,88.16,18.31,0.22,0.7382,0.7094,0.767,0.0407293505963451,2
Filadelfia,2017,5,32.01,0.98,10.52,81.75,89.56,18.07,0.2,0.8359000000000001,0.8233,0.8485,0.017819090885901,2
Filadelfia,2017,6,31.9,0.95,6.44,81.74,89.58,17.84,0.2,0.7833,0.7751,0.7915,0.0115965512114593,2
Filadelfia,2017,7,31.67,0.88,3.75,81.78,86.32,17.88,0.16,0.83595,0.8196,0.8523,0.0231223917448,2
Filadelfia,2017,8,31.66,0.82,6.59,81.74,87.09,18.03,0.2,0.7353,0.6628,0.8078,0.1025304832720494,2
Filadelfia,2017,9,31.82,0.84,5.79,81.72,88.39,18.0,0.21,0.5847,0.3791,0.7903,0.2907623084239083,2
Filadelfia,2017,10,31.86,0.88,6.7,81.65,89.05,17.75,0.21,0.4593,0.4593,0.4593,,1
Filadelfia,2017,11,31.79,0.96,8.07,81.59,91.79,17.19,0.25,0.57385,0.4333,0.7144,0.1987677161915385,2
Filadelfia,2017,12,31.59,0.96,5.44,81.63,89.31,17.44,0.22,0.74585,0.7386,0.7531,0.0102530483272049,2
Filadelfia,2018,1,31.68,0.94,4.74,81.6,88.75,17.13,0.22,0.792,0.7599,0.8241,0.0453962553521763,2
Filadelfia,2018,2,32.08,0.89,5.46,81.61,87.94,17.7,0.19,0.7298,0.7154,0.7442,0.0203646752981725,2
Filadelfia,2018,3,32.12,0.87,3.59,81.59,87.32,18.19,0.2,0.77335,0.7507,0.796,0.0320319371877505,2
Filadelfia,2018,4,32.04,0.94,7.05,81.71,89.83,17.45,0.19,0.6274500000000001,0.4943,0.7606,0.1883025358299776,2
Filadelfia,2018,5,32.04,0.98,9.32,81.72,91.17,17.76,0.17,0.4391,0.3224,0.5558,0.1650387227289401,2
Filadelfia,2018,6,31.62,0.95,6.18,81.76,88.06,17.89,0.13,0.5291,0.2987,0.7595,0.325834804770761,2
Filadelfia,2018,7,31.64,0.86,3.69,81.73,86.94,17.84,0.16,0.8235,0.788,0.859,0.0502045814642448,2
Filadelfia,2018,8,31.18,0.8,4.14,81.76,83.54,17.44,0.23,0.8037000000000001,0.777,0.8304,0.0377595021153616,2
Filadelfia,2018,9,31.84,0.75,6.62,81.64,86.3,17.72,0.23,0.7659,0.7549,0.7769,0.015556349186104,2
Filadelfia,2018,10,31.81,0.87,7.63,81.66,90.68,17.32,0.25,0.5221,0.5221,0.5221,,1
Filadelfia,2018,11,31.99,0.96,8.49,81.61,92.57,17.44,0.23,0.82945,0.8091,0.8498,0.0287792459942924,2
Filadelfia,2018,12,31.35,0.94,2.49,81.66,88.01,17.36,0.26,0.77935,0.7768,0.7819,0.0036062445840514,2
Filadelfia,2019,1,31.69,0.82,2.53,81.65,87.26,17.8,0.21,0.76535,0.7559,0.7748,0.0133643181644258,2
Filadelfia,2019,2,32.33,0.76,4.63,81.64,88.02,18.33,0.19,0.6133,0.4535,0.7731,0.2259913272672205,2
Filadelfia,2019,3,32.52,0.79,4.75,81.66,88.9,18.36,0.21,0.46245,0.1642,0.7607,0.4217891949777756,2
Filadelfia,2019,4,32.33,0.93,8.06,81.7,89.73,18.36,0.21,0.7989999999999999,0.774,0.824,0.0353553390593272,2
Filadelfia,2019,5,31.94,0.97,11.46,81.7,90.0,18.47,0.18,0.6597,0.5562,0.7632,0.1463711037056153,2
Filadelfia,2019,6,31.73,0.97,5.5,81.75,88.11,18.21,0.15,0.7774000000000001,0.7616,0.7932,0.0223445742854949,2
Filadelfia,2019,7,31.42,0.88,4.3,81.75,86.21,17.93,0.19,0.75,0.7218,0.7782,0.0398808224589212,2
Filadelfia,2019,8,31.29,0.73,2.31,81.77,81.55,18.27,0.22,0.72435,0.6754,0.7733,0.069225753878163,2
Filadelfia,2019,9,31.56,0.65,5.13,81.73,81.26,18.61,0.23,0.72705,0.6996,0.7545,0.0388201622871414,2
Filadelfia,2019,10,31.6,0.78,8.87,81.65,89.09,17.56,0.21,0.767,0.767,0.767,,1
Filadelfia,2019,11,31.6,0.93,7.65,81.59,91.12,17.64,0.23,0.7834,0.7641,0.8027,0.0272943217538007,2
Filadelfia,2019,12,31.56,0.92,4.64,81.61,89.51,18.1,0.24,0.8168500000000001,0.8161,0.8176,0.0010606601717797,2
Filadelfia,2020,1,31.33,0.84,1.98,81.69,86.21,17.87,0.25,0.7687999999999999,0.7299,0.8077,0.0550129075763133,2
Filadelfia,2020,2,31.65,0.76,5.66,81.69,83.83,18.44,0.26,0.7512,0.7404,0.762,0.0152735064736294,2
Filadelfia,2020,3,32.34,0.78,3.78,81.7,86.07,18.64,0.2,0.7654,0.7595,0.7713,0.0083438600180012,2
Filadelfia,2020,4,32.35,0.8,6.04,81.74,87.96,18.68,0.21,0.5065999999999999,0.2708,0.7424,0.3334715580075758,2
Filadelfia,2020,5,31.92,0.79,4.51,81.75,87.76,18.72,0.2,0.64195,0.5432,0.7407,0.1396535892843431,2
Filadelfia,2020,6,31.69,0.79,5.21,81.75,87.22,17.88,0.19,0.817,0.7986,0.8354,0.026021529547665,2
Filadelfia,2020,7,31.57,0.81,6.83,81.7,87.59,17.71,0.21,0.76805,0.7589,0.7772,0.0129400540957138,2
Filadelfia,2020,8,31.53,0.78,5.85,81.71,86.82,17.9,0.24,0.7541,0.7399,0.7683,0.0200818325856979,2
Filadelfia,2020,9,31.75,0.83,4.99,81.69,86.44,17.99,0.25,0.6885,0.6436,0.7334,0.063498188950552,2
Filadelfia,2020,10,31.57,0.74,4.96,81.64,85.89,18.03,0.26,0.35905,0.2994,0.4187,0.0843578389955551,2
Filadelfia,2020,11,31.57,0.79,2.39,81.64,88.5,17.5,0.26,0.7775,0.7775,0.7775,,1
Filadelfia,2020,12,31.63,0.71,3.66,81.6,87.59,17.77,0.24,0.8210999999999999,0.8036,0.8386,0.0247487373415292,2
Filadelfia,2021,1,31.58,0.75,2.94,81.57,85.08,18.1,0.27,0.7962,0.7589,0.8335,0.0527501658765164,2
Filadelfia,2021,2,32.38,0.7,3.06,81.56,86.42,18.29,0.25,0.7848999999999999,0.7624,0.8074,0.0318198051533947,2
Filadelfia,2021,3,32.22,0.69,2.94,81.61,85.29,17.6,0.23,0.8371,0.8353,0.8389,0.0025455844122715,2
Filadelfia,2021,4,31.92,0.71,4.55,81.62,86.03,18.37,0.2,0.72045,0.6521,0.7888,0.0966614969882009,2
Filadelfia,2021,5,31.98,0.66,1.07,81.72,83.16,18.57,0.18,0.4522,0.151,0.7534,0.4259611249867762,2
Filadelfia,2021,6,31.56,0.66,4.48,81.76,84.32,17.95,0.19,0.7589,0.7166,0.8012,0.0598212336883819,2
Filadelfia,2021,7,31.58,0.61,1.76,81.76,77.56,18.71,0.18,0.7254499999999999,0.6374,0.8135,0.124521504166951,2
Filadelfia,2021,8,31.65,0.58,2.56,81.74,77.28,18.84,0.2,0.67885,0.6135,0.7442,0.0924188563010817,2
Filadelfia,2021,9,31.68,0.6,3.02,81.73,76.77,19.02,0.2,0.7386,0.7324,0.7448,0.0087681240867131,2
Filadelfia,2021,10,31.81,0.63,3.21,81.67,83.52,18.58,0.2,0.669,0.669,0.669,,1
Filadelfia,2021,11,31.85,0.63,3.75,81.64,85.07,18.04,0.24,0.74245,0.7381,0.7468,0.0061518289963229,2
Filadelfia,2021,12,31.82,0.68,3.8,81.61,88.95,17.69,0.23,0.80385,0.7786,0.8291,0.0357088924499206,2
Filadelfia,2022,1,31.88,0.72,3.76,81.63,86.94,17.54,0.22,0.75665,0.7431,0.7702,0.0191625937701554,2
Filadelfia,2022,2,32.1,0.74,6.57,81.59,88.18,17.6,0.25,0.7489,0.7459,0.7519,0.0042426406871192,2
Filadelfia,2022,3,32.15,0.87,8.25,81.62,88.8,17.68,0.22,0.78625,0.7129,0.8596,0.1037325648000665,2
Filadelfia,2022,4,31.91,0.98,10.59,81.62,89.61,17.9,0.21,0.60465,0.4297,0.7796,0.2474166627371729,2
Filadelfia,2022,5,31.76,0.98,7.82,81.72,89.39,18.05,0.19,0.7203999999999999,0.6935,0.7473,0.0380423448278362,2
Filadelfia,2022,6,31.8,0.98,8.45,81.72,90.57,17.29,0.19,0.7108,0.6937,0.7279,0.0241830519165799,2
Filadelfia,2022,7,31.51,0.95,8.91,81.73,88.22,17.72,0.19,0.74535,0.7415,0.7492,0.0054447222151364,2
Filadelfia,2022,8,31.34,0.96,6.16,81.72,86.95,17.62,0.19,0.7374499999999999,0.7126,0.7623,0.0351432070249713,2
Filadelfia,2022,9,31.74,0.91,6.67,81.71,88.82,17.69,0.2,0.74915,0.705,0.7933,0.0624375287787721,2
Filadelfia,2022,10,31.66,0.97,9.27,81.68,91.16,17.29,0.23,0.486,0.486,0.486,,1
Filadelfia,2022,11,31.63,0.99,9.53,81.65,91.94,17.11,0.22,0.7793,0.7612,0.7974,0.025597265478953,2
Filadelfia,2022,12,31.35,0.96,3.66,81.6,89.91,17.12,0.22,0.7684,0.7506,0.7862,0.0251730014102411,2
Filadelfia,2023,1,31.02,0.96,6.98,81.69,88.91,16.65,0.22,0.7159500000000001,0.6914,0.7405,0.0347189429562594,2
Filadelfia,2023,2,31.49,0.88,2.67,81.62,87.5,17.5,0.2,0.7458,0.7382,0.7534,0.0107480230740355,2
Filadelfia,2023,3,32.05,0.94,9.2,81.68,89.1,17.55,0.22,0.7594,0.7432,0.7756,0.0229102597104441,2
Filadelfia,2023,4,31.71,0.97,6.84,81.64,88.41,17.98,0.22,0.7305999999999999,0.7172,0.744,0.0189504617357995,2
Filadelfia,2023,5,31.8,0.92,6.21,81.7,88.74,18.68,0.2,0.7249,0.6635,0.7863,0.086832712729708,2
Filadelfia,2023,6,31.26,0.91,4.76,81.73,86.48,18.24,0.21,0.7768,0.7597,0.7939,0.0241830519165799,2
Filadelfia,2023,7,31.25,0.86,5.41,81.75,86.79,18.23,0.2,0.7414499999999999,0.7403,0.7426,0.0016263455967291,2
Filadelfia,2023,8,31.36,0.77,4.27,81.74,84.06,18.47,0.26,0.7527,0.7356,0.7698,0.0241830519165799,2
Filadelfia,2023,9,31.5,0.71,3.68,81.69,83.53,18.96,0.24,0.7758499999999999,0.7681,0.7836,0.0109601551083914,2
Filadelfia,2023,10,32.0,0.76,7.0,81.69,89.31,18.13,0.24,0.8073,0.8073,0.8073,,1
Filadelfia,2023,11,31.83,0.87,6.27,81.63,89.78,18.17,0.21,0.74425,0.7333,0.7552,0.0154856385079854,2
Filadelfia,2023,12,31.76,0.84,3.73,81.62,89.71,18.45,0.25,0.8147,0.8128,0.8166,0.0026870057685088,2
Filadelfia,2024,1,31.16,0.75,0.94,81.71,81.68,19.14,0.27,0.78135,0.7461,0.8166,0.0498510280736516,2
Filadelfia,2024,2,32.21,0.68,4.1,81.7,84.28,19.46,0.21,0.7686999999999999,0.7634,0.774,0.0074953318805774,2
Filadelfia,2024,3,32.77,0.63,2.69,81.7,80.43,20.36,0.18,0.6766000000000001,0.6127,0.7405,0.0903682466356408,2
Filadelfia,2024,4,32.47,0.69,6.81,81.69,86.05,19.24,0.22,0.6756500000000001,0.643,0.7083,0.0461740728114816,2
Filadelfia,2024,5,32.51,0.92,12.44,81.7,91.01,19.01,0.19,0.73195,0.6534,0.8105,0.1110864753244066,2
Filadelfia,2024,6,32.15,0.98,11.5,81.75,90.34,18.53,0.17,0.79155,0.7899,0.7932,0.0023334523779155,2
Filadelfia,2024,7,31.45,0.94,5.28,81.75,87.04,18.54,0.16,0.7443,0.7003,0.7883,0.0622253967444161,2
Filadelfia,2024,8,31.44,0.85,5.38,81.79,86.07,18.34,0.22,0.76825,0.7655,0.771,0.003889087296526,2
Filadelfia,2024,9,31.72,0.76,4.42,81.69,85.79,18.71,0.22,0.7908,0.7523,0.8293,0.0544472221513642,2
Filadelfia,2024,10,31.71,0.81,6.67,81.71,88.37,18.28,0.24,0.76635,0.7162,0.8165,0.0709228101530107,2
Filadelfia,2024,11,31.96,0.9,7.56,81.65,91.74,17.61,0.24,0.6782,0.6782,0.6782,,1
Filadelfia,2024,12,31.87,0.92,5.65,81.63,91.48,17.7,0.23,0.7447,0.7345,0.7549,0.0144249783362055,2
Filadelfia,2025,1,31.29,0.92,2.98,81.69,87.89,17.89,0.23,0.7949999999999999,0.7885,0.8015,0.0091923881554251,2
Filadelfia,2025,2,32.43,0.91,8.19,81.61,91.26,17.95,0.2,0.42435,0.111,0.7377,0.4431438197696093,2
Filadelfia,2025,3,31.91,0.98,8.25,81.69,90.26,17.79,0.22,0.7242,0.703,0.7454,0.0299813275223096,2
Filadelfia,2025,4,32.11,0.99,12.75,81.65,90.23,18.43,0.19,0.75,0.6183,0.8817,0.1862519261645366,2
Filadelfia,2025,5,32.04,0.99,8.3,81.71,89.89,18.33,0.16,0.7375,0.654,0.821,0.1180868324581533,2
Filadelfia,2025,6,31.73,0.98,10.94,81.75,89.83,18.16,0.15,0.85075,0.7965,0.905,0.0767210857587404,2
Filadelfia,2025,7,31.18,0.87,2.97,81.77,86.15,18.17,0.15,0.7535000000000001,0.7399,0.7671,0.019233304448274,2
Filadelfia,2025,8,31.55,0.8,5.28,81.76,87.13,18.04,0.18,0.79335,0.7558,0.8309,0.0531037192671096,2
Filadelfia,2025,9,31.59,0.78,10.45,81.74,86.93,18.16,0.22,0.7259,0.7116,0.7402,0.0202232539419352,2
Filadelfia,2025,10,31.66,0.91,7.16,81.67,89.82,17.68,0.22,0.5143,0.5143,0.5143,,1
Filadelfia,2025,11,31.81,0.91,4.69,81.63,91.15,17.57,0.23,0.6389,0.5744,0.7034,0.0912167747730646,2
Filadelfia,2025,12,,0.92,3.61,81.59,90.63,17.48,0.23,0.7811999999999999,0.7555,0.8069,0.0363452885529885,2
La Dorada,2000,2,34.22,0.77,3.97,89.99,84.88,21.43,0.6,0.2734,0.2734,0.2734,,1
La Dorada,2000,3,34.92,0.77,4.58,89.88,85.4,21.79,0.59,0.3320999999999999,0.2567,0.4075,0.1066317026029313,2
La Dorada,2000,4,34.8,0.8,6.81,89.93,85.88,22.21,0.52,0.22525,0.1378,0.3127,0.1236729760295271,2
La Dorada,2000,5,34.85,0.84,8.4,89.95,85.92,22.29,0.49,0.28675,0.2705,0.303,0.0229809703885627,2
La Dorada,2000,6,34.21,0.85,6.08,90.0,84.33,22.24,0.44,0.1895,0.1566,0.2224,0.0465276262020748,2
La Dorada,2000,7,34.15,0.82,4.76,89.96,81.91,21.95,0.54,0.0615499999999999,0.0017,0.1214,0.0846406817080297,2
La Dorada,2000,8,34.02,0.77,5.18,89.95,79.28,22.53,0.51,0.2032,0.1426,0.2638,0.0857013418798095,2
La Dorada,2000,9,34.38,0.79,7.65,89.97,84.49,21.7,0.51,0.17275,0.0563,0.2892,0.1646851693383469,2
La Dorada,2000,10,34.13,0.8,5.98,89.91,84.2,22.02,0.52,0.20585,0.1872,0.2245,0.0263750829382582,2
La Dorada,2000,11,34.07,0.8,2.91,89.87,86.74,21.01,0.66,0.021,0.021,0.021,,1
La Dorada,2000,12,34.25,0.72,2.25,89.89,82.21,22.03,0.59,0.14905,0.0077,0.2904,0.1998990870414369,2
La Dorada,2001,1,33.48,0.67,1.59,89.96,77.8,22.26,0.62,0.1191,0.112,0.1262,0.0100409162928489,2
La Dorada,2001,2,34.28,0.62,1.57,89.78,66.44,23.94,0.75,0.0865,-0.0148,0.1878,0.1432598338683945,2
La Dorada,2001,3,34.65,0.63,3.39,89.9,76.58,23.34,0.55,0.2974,0.2973,0.2975,0.0001414213562372,2
La Dorada,2001,4,34.58,0.64,5.44,89.92,79.23,23.36,0.53,0.11815,0.1139,0.1224,0.0060104076400856,2
La Dorada,2001,5,34.49,0.65,4.44,89.96,80.57,23.07,0.52,0.1389999999999999,0.0076,0.2704,0.1858276620958246,2
La Dorada,2001,6,34.32,0.63,2.11,89.97,72.22,23.63,0.53,-0.0246,-0.0906,0.0414,0.0933380951166242,2
La Dorada,2001,7,33.81,0.6,2.49,89.97,66.13,24.36,0.52,0.1393,0.0076,0.271,0.1862519261645366,2
La Dorada,2001,8,34.21,0.58,0.86,89.93,54.54,26.05,0.71,0.1563,0.0818,0.2308,0.1053589103967956,2
La Dorada,2001,9,34.18,0.59,2.63,89.94,68.58,23.94,0.57,0.1767999999999999,0.0682,0.2854,0.1535835928737181,2
La Dorada,2001,10,34.27,0.59,3.22,89.89,73.41,23.62,0.61,0.4002,0.4002,0.4002,,1
La Dorada,2001,11,34.25,0.61,2.99,89.9,76.26,22.91,0.65,0.3012,0.2689,0.3335,0.0456790980646509,2
La Dorada,2001,12,34.61,0.62,3.05,89.8,81.19,22.78,0.61,0.10585,0.0756,0.1361,0.0427799602617861,2
La Dorada,2002,1,33.73,0.6,1.82,89.88,68.92,24.26,0.72,0.14305,0.0799,0.2062,0.0893075864638609,2
La Dorada,2002,2,34.48,0.58,1.23,89.84,63.33,25.48,0.74,0.3278999999999999,0.2966,0.3592,0.0442648845022779,2
La Dorada,2002,3,34.69,0.6,4.23,89.86,67.83,25.04,0.63,0.19515,0.1586,0.2317,0.0516895057047366,2
La Dorada,2002,4,34.52,0.65,5.66,89.89,82.82,22.54,0.6,0.179,0.1061,0.2519,0.1030961686969986,2
La Dorada,2002,5,34.45,0.64,4.62,89.9,76.11,23.87,0.58,0.2221,0.1826,0.2616,0.0558614357137372,2
La Dorada,2002,6,34.15,0.65,3.54,90.0,75.56,23.14,0.6,0.1886999999999999,0.1843,0.1931,0.0062225396744416,2
La Dorada,2002,7,33.96,0.62,2.74,89.99,66.59,24.47,0.64,0.17845,0.1217,0.2352,0.0802566196646731,2
La Dorada,2002,8,34.1,0.59,1.81,89.88,59.59,25.39,0.8,0.0853999999999999,-0.1414,0.3122,0.3207436359462179,2
La Dorada,2002,9,33.98,0.59,2.53,89.91,65.06,24.84,0.58,0.04825,-0.0197,0.1162,0.0960958115632518,2
La Dorada,2002,10,34.03,0.63,6.42,89.85,75.78,23.34,0.59,-0.0249,-0.0249,-0.0249,,1
La Dorada,2002,11,34.05,0.65,2.59,89.91,80.83,22.7,0.51,0.1189,0.0793,0.1585,0.0560028570699745,2
La Dorada,2002,12,34.21,0.61,2.05,89.9,75.5,23.78,0.58,0.2768,0.1543,0.3993,0.1732411613907041,2
La Dorada,2003,1,33.77,0.57,0.28,89.86,59.71,25.91,0.7,0.1649,-0.001,0.3308,0.2346180299976964,2
La Dorada,2003,2,34.5,0.57,1.57,89.79,64.38,25.59,0.66,0.0715,0.0307,0.1123,0.0576999133448222,2
La Dorada,2003,3,34.55,0.6,3.71,89.85,70.42,24.33,0.72,0.36175,0.326,0.3975,0.0505581348548381,2
La Dorada,2003,4,34.59,0.63,4.55,89.9,78.51,23.44,0.59,0.1936,0.0791,0.3081,0.1619274528917193,2
La Dorada,2003,5,34.62,0.62,2.96,89.91,75.84,23.92,0.46,0.3429,0.3088,0.377,0.0482246824769225,2
La Dorada,2003,6,34.05,0.63,4.05,89.98,76.13,23.13,0.55,0.14885,0.0891,0.2086,0.0844992603517924,2
La Dorada,2003,7,34.02,0.6,1.59,89.97,67.44,24.53,0.51,0.2059,0.1175,0.2943,0.1250164789137816,2
La Dorada,2003,8,33.93,0.59,2.58,90.0,66.09,24.6,0.56,0.0492499999999999,-0.0961,0.1946,0.2055559412909293,2
La Dorada,2003,9,34.22,0.59,2.87,89.96,71.08,24.08,0.57,0.2048499999999999,0.1319,0.2778,0.1031668793751172,2
La Dorada,2003,10,34.28,0.61,3.76,89.91,80.33,22.71,0.59,0.2711,0.2711,0.2711,,1
La Dorada,2003,11,34.15,0.63,5.12,89.87,82.23,22.47,0.58,0.22435,0.1301,0.3186,0.1332896282536642,2
La Dorada,2003,12,34.01,0.64,2.4,89.88,80.93,22.55,0.59,0.1767,0.057,0.2964,0.1692813634160594,2
La Dorada,2004,1,33.9,0.6,1.12,89.95,75.1,22.9,0.79,0.1466,0.057,0.2362,0.1267135351886293,2
La Dorada,2004,2,33.9,0.59,2.87,89.92,66.26,24.54,0.75,0.3404,0.2658,0.415,0.1055003317530328,2
La Dorada,2004,3,34.69,0.59,1.87,89.78,69.12,25.21,0.64,0.3467,0.3023,0.3911,0.0627910821693654,2
La Dorada,2004,4,34.49,0.63,6.46,89.93,80.33,23.13,0.6,0.19605,0.15,0.2421,0.065124534547281,2
La Dorada,2004,5,34.6,0.68,6.09,89.96,80.71,23.11,0.52,0.25505,0.24,0.2701,0.021283914113715,2
La Dorada,2004,6,33.75,0.67,4.83,89.99,75.93,23.14,0.6,0.0213,-0.0238,0.0664,0.0637810316630266,2
La Dorada,2004,7,33.88,0.67,4.76,89.99,77.07,22.62,0.53,0.27185,0.1442,0.3995,0.1805243612369256,2
La Dorada,2004,8,33.96,0.64,2.86,89.97,68.03,24.05,0.68,0.13875,0.0533,0.2242,0.1208445489047809,2
La Dorada,2004,9,33.96,0.61,1.81,89.95,68.85,24.09,0.55,0.26295,0.1416,0.3843,0.171614815793975,2
La Dorada,2004,10,34.25,0.66,8.03,89.93,80.64,22.59,0.58,0.2848,0.2186,0.351,0.0936209378290989,2
La Dorada,2004,11,33.98,0.69,3.68,89.87,85.93,21.92,0.57,0.2168,0.2168,0.2168,,1
La Dorada,2004,12,34.0,0.65,1.49,89.88,79.94,22.41,0.63,0.3013,0.2491,0.3535,0.0738219479558755,2
La Dorada,2005,1,34.25,0.62,1.7,89.88,76.65,23.02,0.68,0.0886,0.0408,0.1364,0.0675994082814339,2
La Dorada,2005,2,34.89,0.61,2.75,89.8,70.93,24.5,0.72,0.21105,0.169,0.2531,0.0594676802977886,2
La Dorada,2005,3,34.54,0.59,1.39,89.9,66.14,25.48,0.73,0.2752,0.2516,0.2988,0.033375440072005,2
La Dorada,2005,4,34.78,0.62,4.69,89.87,76.65,24.16,0.56,0.42145,0.2531,0.5898,0.2380828532255105,2
