municipio,date,anio,mes,precip_mm,precip_mean_mm,precip_max_mm,n_pixeles
Samaná,2022-12-31,2022,12,5089.182889116232,13.950251961268874,135.45707487579142,39.0
Samaná,2023-12-31,2023,12,3466.8028518628444,9.469277323636767,72.63617793412291,39.0
Samaná,2024-12-31,2024,12,3657.5161478529585,9.990457510449927,64.61309488413731,39.0
Samaná,2025-12-31,2025,12,4673.146439143051,12.92146594409783,90.74731211414672,39.0
San José,2005-12-31,2005,12,2461.2054222040997,6.740089314050109,52.48523354386996,7.0
San José,2006-12-31,2006,12,2440.953781514464,6.673645826305967,50.05792976333525,7.0
San José,2007-12-31,2007,12,2352.335728307525,6.402047326412223,47.77567528244966,7.0
San José,2008-12-31,2008,12,2796.270843713221,7.636598670782315,62.188003463592224,7.0
San José,2009-12-31,2009,12,2167.60365529218,5.938688130011226,57.82158348221101,7.0
San José,2010-12-31,2010,12,2813.9983286891047,7.6951103613045815,73.50023894223995,7.0
San José,2011-12-31,2011,12,2885.325383758736,7.910599982024777,73.00809934382926,7.0
San José,2012-12-31,2012,12,2006.4587787516368,5.478272860586091,58.05057198442294,7.0
San José,2013-12-31,2013,12,2247.6278690771014,6.173562641969499,44.23153146808753,7.0
San José,2014-12-31,2014,12,1927.8814754364246,5.2923567385776975,32.898188038675,7.0
San José,2015-12-31,2015,12,1852.4960403948842,5.0640736124392935,59.467738638898894,7.0
San José,2016-12-31,2016,12,1843.7516992402695,5.038791628987443,44.700409294847006,7.0
San José,2017-12-31,2017,12,2247.8379511761523,6.135989916876302,56.70549017346215,7.0
San José,2018-12-31,2018,12,2107.441180276667,5.7658195957994325,46.92976799852145,7.0
San José,2019-12-31,2019,12,2052.376491087472,5.625763265895023,53.94910605971464,7.0
San José,2020-12-31,2020,12,1995.0839765359738,5.444368898920046,51.68997143456835,7.0
San José,2021-12-31,2021,12,2072.0296508037973,5.680595521562666,45.91844800287832,7.0
San José,2022-12-31,2022,12,2643.020370981975,7.266046474134445,99.78898544923096,7.0
San José,2023-12-31,2023,12,1977.4022537811484,5.393558092954624,44.671044084017645,7.0
San José,2024-12-31,2024,12,2173.6601103016274,5.939656276746604,63.52819188945519,7.0
San José,2025-12-31,2025,12,2539.9289793597313,7.0396703030427545,114.23487883053706,7.0
Supia,2005-12-31,2005,12,2345.7435216436293,6.410816296668311,57.50249067438711,12.0
Supia,2006-12-31,2006,12,2318.2042699044887,6.342449148411653,54.63705139537849,12.0
